code_module,code_presentation,id_student,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
BBB,2013J,598243,0,0,0,0,719,0,406,0,0,14,0,0,0,0,131,0,15,0,17,2,Pass
BBB,2013J,598252,0,0,0,0,29,0,42,0,1,15,0,0,0,0,93,0,5,0,16,6,Pass
BBB,2013J,598253,0,0,0,0,0,0,20,0,0,0,0,0,0,0,51,0,5,0,7,2,Pass
BBB,2013J,598260,0,0,0,0,14,0,62,0,0,1,0,0,0,0,110,0,11,0,21,14,Withdrawn
BBB,2013J,598351,0,0,0,0,63,0,95,0,0,16,0,0,0,0,66,0,112,0,35,2,Pass
BBB,2013J,598462,0,0,0,0,347,5,152,0,2,42,0,0,0,0,133,0,24,0,45,13,Pass
BBB,2013J,598503,0,0,0,0,597,2,123,0,1,12,0,0,0,0,8,0,27,0,46,21,Withdrawn
BBB,2013J,598538,0,0,0,0,29,0,11,0,1,0,0,0,0,0,1,0,3,0,10,6,Fail
BBB,2013J,598562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,Fail
BBB,2013J,598623,0,0,0,0,338,0,231,0,0,58,0,0,0,0,129,0,76,0,98,26,Pass
BBB,2013J,598709,0,0,0,0,656,10,301,0,0,3,0,0,0,0,80,0,21,0,45,68,Pass
BBB,2013J,598760,0,0,0,0,77,0,86,0,0,26,0,0,0,0,69,0,14,0,21,24,Pass
BBB,2013J,598865,0,0,0,0,157,0,67,0,1,52,0,0,0,0,19,0,5,0,19,12,Pass
BBB,2013J,598883,0,0,0,0,198,2,171,0,0,8,0,0,0,0,82,0,9,0,20,13,Distinction
BBB,2013J,598907,0,0,0,0,973,0,505,0,2,9,0,0,0,0,100,0,34,0,43,59,Pass
BBB,2013J,598914,0,0,0,0,50,0,76,0,1,6,0,0,0,0,66,0,33,0,43,11,Pass
BBB,2013J,598969,0,0,0,0,515,0,493,0,0,22,0,0,0,0,81,0,42,0,71,97,Pass
BBB,2013J,598986,0,0,0,0,52,1,75,0,1,13,0,0,0,0,88,0,42,0,17,6,Fail
BBB,2013J,599016,0,0,0,0,1,0,27,0,0,21,0,0,0,0,51,0,1,0,5,0,Pass
BBB,2013J,599037,0,0,0,0,1195,9,444,0,2,44,0,0,0,0,91,0,190,0,191,53,Pass
BBB,2013J,599230,0,0,0,0,1646,0,899,0,0,41,0,0,0,0,99,0,37,0,33,50,Distinction
BBB,2013J,599292,0,0,0,0,764,0,467,0,0,4,0,0,0,0,82,0,3,0,12,6,Pass
BBB,2013J,599402,0,0,0,0,70,0,55,0,2,34,0,0,0,0,40,0,17,0,35,5,Pass
BBB,2013J,599423,0,0,0,0,2,0,10,0,0,0,0,0,0,0,2,0,11,0,9,1,Withdrawn
BBB,2013J,599427,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,Fail
BBB,2013J,599432,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,3,5,Withdrawn
BBB,2013J,599434,0,0,0,0,112,4,83,0,0,9,0,0,0,0,0,0,4,0,21,12,Fail
BBB,2013J,599639,0,0,0,0,490,0,129,0,0,21,0,0,0,0,39,0,4,0,31,9,Withdrawn
BBB,2013J,599640,0,0,0,0,54,0,33,0,0,3,0,0,0,0,0,0,14,0,21,4,Fail
BBB,2013J,599644,0,0,0,0,46,0,120,0,0,1,0,0,0,0,45,0,47,0,94,24,Fail
BBB,2013J,599709,0,0,0,0,454,1,140,0,4,1,0,0,0,0,29,0,8,0,22,20,Fail
BBB,2013J,599739,0,0,0,0,95,1,93,0,2,16,0,0,0,0,74,0,36,0,45,14,Pass
BBB,2013J,599748,0,0,0,0,146,0,77,0,0,25,0,0,0,0,66,0,36,0,49,12,Pass
BBB,2013J,599785,0,0,0,0,262,0,70,0,0,7,0,0,0,0,99,0,14,0,14,6,Pass
BBB,2013J,599787,0,0,0,0,246,0,330,0,1,14,0,0,0,0,71,0,189,0,300,45,Pass
BBB,2013J,599794,0,0,0,0,2387,4,1100,0,0,91,0,0,0,0,68,0,387,0,695,44,Pass
BBB,2013J,599802,0,0,0,0,423,20,142,0,0,10,0,0,0,0,5,0,36,0,67,34,Fail
BBB,2013J,599836,0,0,0,0,253,0,193,0,0,32,0,0,0,0,73,0,32,0,75,10,Pass
BBB,2013J,599840,0,0,0,0,26,0,109,0,0,0,0,0,0,0,90,0,13,0,23,16,Fail
BBB,2013J,599895,0,0,0,0,623,3,356,0,0,17,0,0,0,0,71,0,5,0,21,49,Pass
BBB,2013J,599908,0,0,0,0,446,4,326,0,0,8,0,0,0,0,81,0,61,0,76,73,Pass
BBB,2013J,599960,0,0,0,0,29,0,8,0,0,0,0,0,0,0,15,0,1,0,2,1,Withdrawn
BBB,2013J,600121,0,0,0,0,1461,2,767,0,0,24,0,0,0,0,136,0,42,0,79,11,Pass
BBB,2013J,600211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail
BBB,2013J,600254,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,5,0,5,3,Withdrawn
BBB,2013J,600263,0,0,0,0,56,1,11,0,0,0,0,0,0,0,0,0,1,0,6,5,Fail
BBB,2013J,600279,0,0,0,0,997,2,624,0,1,25,0,0,0,0,167,0,16,0,28,11,Pass
BBB,2013J,600370,0,0,0,0,338,0,108,0,0,18,0,0,0,0,64,0,17,0,36,2,Pass
BBB,2013J,600428,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Withdrawn
BBB,2013J,600449,0,0,0,0,31,0,12,0,0,0,0,0,0,0,18,0,0,0,0,0,Withdrawn
BBB,2013J,600470,0,0,0,0,54,2,102,0,0,1,0,0,0,0,29,0,15,0,32,12,Fail
BBB,2013J,600476,0,0,0,0,46,0,25,0,0,0,0,0,0,0,0,0,6,0,9,4,Fail
BBB,2013J,600490,0,0,0,0,256,0,101,0,0,9,0,0,0,0,88,0,10,0,23,6,Distinction
BBB,2013J,600541,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2,Withdrawn
BBB,2013J,600579,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,8,0,8,7,Withdrawn
BBB,2013J,600684,0,0,0,0,1924,2,1105,0,0,27,0,0,0,0,193,0,121,0,164,172,Distinction
BBB,2013J,600740,0,0,0,0,79,0,148,0,0,1,0,0,0,0,67,0,103,0,112,25,Pass
BBB,2013J,600749,0,0,0,0,4,0,16,0,0,0,0,0,0,0,1,0,4,0,3,1,Fail
BBB,2013J,600770,0,0,0,0,18,0,15,0,0,1,0,0,0,0,0,0,0,0,4,4,Fail
BBB,2013J,600771,0,0,0,0,166,1,124,0,0,7,0,0,0,0,76,0,13,0,43,18,Pass
BBB,2013J,600845,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,Fail
BBB,2013J,600856,0,0,0,0,578,1,343,0,0,43,0,0,0,0,99,0,51,0,45,60,Distinction
BBB,2013J,600966,0,0,0,0,161,0,129,0,0,20,0,0,0,0,74,0,12,0,17,9,Pass
BBB,2013J,600967,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,3,2,Fail
BBB,2013J,600999,0,0,0,0,124,0,14,0,0,1,0,0,0,0,12,0,11,0,19,9,Fail
BBB,2013J,601243,0,0,0,0,353,0,391,0,0,88,0,0,0,0,116,0,56,1,111,23,Distinction
BBB,2013J,601251,0,0,0,0,745,4,105,0,1,16,0,0,0,0,60,0,12,0,42,40,Pass
BBB,2013J,601269,0,0,0,0,294,1,158,0,0,16,0,0,0,0,96,0,34,0,73,43,Pass
BBB,2013J,601346,0,0,0,0,127,1,58,0,0,18,0,0,0,0,62,0,12,0,41,9,Distinction
BBB,2013J,601455,0,0,0,0,22,0,112,0,0,24,0,0,0,0,107,0,22,0,40,7,Pass
BBB,2013J,601472,0,0,0,0,162,3,76,0,0,8,0,0,0,0,41,0,23,0,21,21,Withdrawn
BBB,2013J,601497,0,0,0,0,874,1,302,0,0,13,0,0,0,0,76,0,38,0,56,3,Distinction
BBB,2013J,601499,0,0,0,0,1002,4,345,0,1,19,0,0,0,0,105,0,16,0,43,17,Pass
BBB,2013J,601504,0,0,0,0,3266,16,735,0,4,51,0,0,0,0,139,0,98,0,202,101,Pass
BBB,2013J,601505,0,0,0,0,234,1,68,0,0,3,0,0,0,0,89,0,11,0,30,3,Fail
BBB,2013J,601551,0,0,0,0,82,0,59,0,2,6,0,0,0,0,64,0,14,0,25,2,Fail
BBB,2013J,601558,0,0,0,0,5,0,12,0,0,0,0,0,0,0,22,0,8,0,17,1,Fail
BBB,2013J,601635,0,0,0,0,492,0,107,0,1,22,0,0,0,0,88,0,11,0,19,16,Pass
BBB,2013J,601655,0,0,0,0,941,0,219,0,0,20,0,0,0,0,74,0,6,0,34,11,Pass
BBB,2013J,601706,0,0,0,0,491,0,178,0,6,0,0,0,0,0,96,0,20,0,5,5,Withdrawn
BBB,2013J,601885,0,0,0,0,147,0,64,0,0,14,0,0,0,0,69,0,12,0,34,7,Pass
BBB,2013J,601887,0,0,0,0,126,0,27,0,0,45,0,0,0,0,88,0,2,0,30,3,Pass
BBB,2013J,601896,0,0,0,0,53,0,94,0,0,52,0,0,0,0,87,0,14,0,48,5,Fail
BBB,2013J,601934,0,0,0,0,173,0,235,0,0,22,0,0,0,0,80,0,30,0,174,56,Fail
BBB,2013J,601951,0,0,0,0,670,1,188,0,0,1,0,0,0,0,56,0,7,0,11,6,Fail
BBB,2013J,602009,0,0,0,0,79,0,66,0,0,6,0,0,0,0,66,0,11,0,14,14,Pass
BBB,2013J,602014,0,0,0,0,787,2,212,0,0,37,0,0,0,0,112,0,23,0,53,13,Pass
BBB,2013J,602032,0,0,0,0,25,1,25,0,0,1,0,0,0,0,1,0,3,0,3,3,Fail
BBB,2013J,602066,0,0,0,0,84,0,177,0,0,22,0,0,0,0,70,0,21,0,28,9,Pass
BBB,2013J,602147,0,0,0,0,91,0,39,0,0,20,0,0,0,0,66,0,5,0,26,1,Pass
BBB,2013J,602245,0,0,0,0,7942,10,1006,0,4,33,0,0,0,0,143,0,60,0,143,60,Pass
BBB,2013J,602324,0,0,0,0,24,3,49,0,0,0,0,0,0,0,43,0,5,0,25,5,Fail
BBB,2013J,602395,0,0,0,0,160,0,52,0,0,9,0,0,0,0,80,0,0,0,3,1,Pass
BBB,2013J,602458,0,0,0,0,264,1,231,0,0,20,0,0,0,0,78,0,24,0,50,34,Pass
BBB,2013J,602483,0,0,0,0,39,0,38,0,0,0,0,0,0,0,29,0,11,0,16,5,Fail
BBB,2013J,602496,0,0,0,0,27,0,56,0,0,37,0,0,0,0,109,0,14,0,31,7,Pass
BBB,2013J,602598,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Fail
BBB,2013J,602631,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,Withdrawn
BBB,2013J,602634,0,0,0,0,34,1,20,0,0,1,0,0,0,0,1,0,7,0,13,4,Withdrawn
BBB,2013J,602652,0,0,0,0,16,0,5,0,0,0,0,0,0,0,1,0,4,0,6,6,Withdrawn
BBB,2013J,602666,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
BBB,2013J,602739,0,0,0,0,101,0,66,0,0,1,0,0,0,0,30,0,42,0,57,1,Withdrawn
BBB,2013J,602767,0,0,0,0,46,0,128,0,0,1,0,0,0,0,43,0,97,0,153,27,Fail
BBB,2013J,602803,0,0,0,0,126,1,119,0,0,4,0,0,0,0,52,0,66,0,101,21,Withdrawn
BBB,2013J,602826,0,0,0,0,443,0,143,0,0,0,0,0,0,0,105,0,1,0,4,6,Fail
BBB,2013J,603012,0,0,0,0,344,0,134,0,0,21,0,0,0,0,71,0,12,0,24,1,Pass
BBB,2013J,603035,0,0,0,0,2,0,20,0,0,7,0,0,0,0,73,0,1,0,8,2,Pass
BBB,2013J,603036,0,0,0,0,97,0,361,0,0,35,0,0,0,0,82,0,190,0,265,36,Pass
BBB,2013J,603038,0,0,0,0,48,0,83,0,0,10,0,0,0,0,52,0,28,0,69,31,Pass
BBB,2013J,603113,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,Withdrawn
BBB,2013J,603123,0,0,0,0,37,0,28,0,0,1,0,0,0,0,59,0,2,0,3,1,Pass
BBB,2013J,603165,0,0,0,0,566,0,238,0,3,20,0,0,0,0,84,0,7,0,10,1,Distinction
BBB,2013J,603210,0,0,0,0,394,0,154,0,0,26,0,0,0,0,101,0,35,0,78,11,Pass
BBB,2013J,603265,0,0,0,0,59,0,32,0,0,1,0,0,0,0,33,0,5,0,11,3,Fail
BBB,2013J,603270,0,0,0,0,188,4,322,0,0,23,0,0,0,0,90,0,135,0,69,60,Fail
BBB,2013J,603287,0,0,0,0,1,0,54,0,0,10,0,0,0,0,74,0,1,0,9,4,Pass
BBB,2013J,603398,0,0,0,0,271,5,112,0,0,19,0,0,0,0,67,0,16,0,28,13,Pass
BBB,2013J,603440,0,0,0,0,150,0,197,0,0,1,0,0,0,0,50,0,101,0,166,5,Pass
BBB,2013J,603446,0,0,0,0,361,0,247,0,1,88,0,0,0,0,95,0,48,0,156,28,Pass
BBB,2013J,603601,0,0,0,0,570,1,366,0,0,16,0,0,0,0,93,0,51,0,40,24,Pass
BBB,2013J,603627,0,0,0,0,76,0,29,0,4,20,0,0,0,0,72,0,13,0,10,1,Distinction
BBB,2013J,603661,0,0,0,0,232,1,209,0,4,17,0,0,0,0,112,0,42,0,80,52,Pass
BBB,2013J,603818,0,0,0,0,59,0,84,0,0,0,0,0,0,0,50,0,54,1,78,8,Withdrawn
BBB,2013J,603908,0,0,0,0,161,0,86,0,0,9,0,0,0,0,1,0,5,0,13,11,Pass
BBB,2013J,603910,0,0,0,0,88,0,68,0,0,1,0,0,0,0,20,0,21,0,27,19,Withdrawn
BBB,2013J,603912,0,0,0,0,107,1,102,0,0,26,0,0,0,0,72,0,29,0,57,25,Distinction
BBB,2013J,604095,0,0,0,0,5,0,18,0,0,17,0,0,0,0,63,0,7,0,6,2,Fail
BBB,2013J,604116,0,0,0,0,22,0,105,0,0,28,0,0,0,0,92,0,22,0,38,23,Distinction
BBB,2013J,604147,0,0,0,0,277,0,73,0,0,0,0,0,0,0,99,0,0,0,2,0,Fail
BBB,2013J,604151,0,0,0,0,102,2,114,0,0,13,0,0,0,0,103,0,11,0,24,2,Distinction
BBB,2013J,604154,0,0,0,0,98,0,24,0,0,0,0,0,0,0,70,0,4,0,0,0,Pass
BBB,2013J,604187,0,0,0,0,399,3,265,0,1,49,0,0,0,0,72,0,39,0,84,53,Pass
BBB,2013J,604196,0,0,0,0,284,0,92,0,0,15,0,0,0,0,79,0,9,0,8,2,Pass
BBB,2013J,604200,0,0,0,0,9201,4,1297,0,0,24,0,0,0,0,118,0,56,0,64,83,Pass
BBB,2013J,604204,0,0,0,0,306,0,136,0,0,54,0,0,0,0,78,0,29,0,22,9,Pass
BBB,2013J,604238,0,0,0,0,25,0,324,0,0,27,0,0,0,0,100,0,67,0,92,96,Pass
BBB,2013J,604292,0,0,0,0,6126,2,1150,0,1,93,0,0,0,0,131,0,55,0,107,114,Pass
BBB,2013J,604315,0,0,0,0,2096,1,484,0,0,8,0,0,0,0,107,0,25,0,41,23,Distinction
BBB,2013J,604356,0,0,0,0,454,2,260,0,0,77,0,0,0,0,98,0,27,0,28,16,Pass
BBB,2013J,604523,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,5,0,11,1,Withdrawn
BBB,2013J,604543,0,0,0,0,463,0,143,0,4,12,0,0,0,0,64,0,33,0,37,6,Pass
BBB,2013J,604556,0,0,0,0,43,0,52,0,0,18,0,0,0,0,72,0,25,0,20,7,Pass
BBB,2013J,604610,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,2,3,Withdrawn
BBB,2013J,604731,0,0,0,0,141,0,69,0,0,30,0,0,0,0,59,0,13,0,27,6,Fail
BBB,2013J,604752,0,0,0,0,113,0,44,0,0,1,0,0,0,0,1,0,3,0,9,3,Fail
BBB,2013J,604916,0,0,0,0,275,1,149,0,2,49,0,0,0,0,86,0,59,0,86,27,Pass
BBB,2013J,604917,0,0,0,0,437,8,336,0,2,19,0,0,0,0,75,0,114,0,200,56,Pass
BBB,2013J,604919,0,0,0,0,130,4,153,0,1,20,0,0,0,0,95,0,115,0,79,22,Pass
BBB,2013J,604921,0,0,0,0,1207,1,764,0,0,51,0,0,0,0,103,0,54,0,130,172,Fail
BBB,2013J,604923,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,1,0,Fail
BBB,2013J,604932,0,0,0,0,90,0,82,0,0,11,0,0,0,0,65,0,7,0,16,6,Pass
BBB,2013J,604939,0,0,0,0,163,0,84,0,1,26,0,0,0,0,101,0,6,0,5,5,Fail
BBB,2013J,604942,0,0,0,0,877,9,333,0,0,94,0,0,0,0,143,0,55,0,139,89,Pass
BBB,2013J,604951,0,0,0,0,19,0,11,0,0,7,0,0,0,0,22,0,2,0,4,1,Fail
BBB,2013J,604962,0,0,0,0,134,2,28,0,0,3,0,0,0,0,3,0,14,0,44,17,Withdrawn
BBB,2013J,604966,0,0,0,0,3642,1,780,0,0,180,0,0,0,0,167,0,67,0,164,72,Pass
BBB,2013J,604982,0,0,0,0,81,0,115,0,0,21,0,0,0,0,97,0,4,0,3,2,Pass
BBB,2013J,605009,0,0,0,0,298,0,175,0,0,2,0,0,0,0,138,0,16,0,26,4,Pass
BBB,2013J,605102,0,0,0,0,134,0,93,0,1,16,0,0,0,0,104,0,13,0,32,12,Pass
BBB,2013J,605207,0,0,0,0,528,0,340,0,0,60,0,0,0,0,78,0,19,0,44,89,Pass
BBB,2013J,605246,0,0,0,0,19,0,63,0,0,0,0,0,0,0,161,0,17,0,26,8,Pass
BBB,2013J,605255,0,0,0,0,192,0,91,0,0,0,0,0,0,0,56,0,22,0,36,6,Fail
BBB,2013J,605292,0,0,0,0,69,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
BBB,2013J,605309,0,0,0,0,6,0,16,0,1,0,0,0,0,0,0,0,3,0,5,0,Fail
BBB,2013J,605327,0,0,0,0,259,0,39,0,0,0,0,0,0,0,37,0,2,0,4,0,Fail
BBB,2013J,605390,0,0,0,0,444,1,218,0,0,20,0,0,0,0,103,0,55,0,90,27,Pass
BBB,2013J,605438,0,0,0,0,382,0,219,0,0,16,0,0,0,0,66,0,11,0,36,46,Distinction
BBB,2013J,605505,0,0,0,0,44,1,35,0,0,1,0,0,0,0,3,0,12,0,16,12,Withdrawn
BBB,2013J,605594,0,0,0,0,0,0,15,0,0,14,0,0,0,0,16,0,0,0,9,7,Fail
BBB,2013J,605595,0,0,0,0,94,0,117,0,0,7,0,0,0,0,65,0,28,0,60,28,Fail
BBB,2013J,605679,0,0,0,0,2,0,7,0,0,0,0,0,0,0,56,0,2,0,3,0,Pass
BBB,2013J,605691,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Withdrawn
BBB,2013J,605832,0,0,0,0,23,0,36,0,0,16,0,0,0,0,77,0,2,0,5,8,Pass
BBB,2013J,605854,0,0,0,0,27,0,44,0,0,17,0,0,0,0,68,0,18,0,16,1,Fail
BBB,2013J,605882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,Withdrawn
BBB,2013J,605916,0,0,0,0,1794,11,631,0,4,23,0,0,0,0,83,0,56,0,65,38,Pass
BBB,2013J,605930,0,0,0,0,1,0,40,0,4,9,0,0,0,0,105,0,1,0,9,3,Pass
BBB,2013J,606063,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,6,0,12,4,Withdrawn
BBB,2013J,606097,0,0,0,0,184,0,157,0,0,21,0,0,0,0,80,0,65,0,54,36,Pass
BBB,2013J,606179,0,0,0,0,154,0,181,0,0,8,0,0,0,0,135,0,18,0,19,10,Distinction
BBB,2013J,606194,0,0,0,0,1458,8,875,0,2,43,0,0,0,0,124,0,42,0,55,49,Pass
BBB,2013J,606229,0,0,0,0,72,1,71,0,0,44,0,0,0,0,99,0,5,0,21,5,Pass
BBB,2013J,606333,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Withdrawn
BBB,2013J,606355,0,0,0,0,313,0,309,0,0,8,0,0,0,0,125,0,41,1,65,45,Withdrawn
BBB,2013J,606377,0,0,0,0,1,0,4,0,0,14,0,0,0,0,59,0,2,0,8,0,Pass
BBB,2013J,606388,0,0,0,0,0,0,30,0,0,0,0,0,0,0,13,0,4,0,12,5,Withdrawn
BBB,2013J,606410,0,0,0,0,59,0,93,0,0,8,0,0,0,0,85,0,13,0,6,2,Pass
BBB,2013J,606412,0,0,0,0,36,0,44,0,2,8,0,0,0,0,25,0,3,0,19,21,Pass
BBB,2013J,606414,0,0,0,0,279,1,196,0,0,9,0,0,0,0,66,0,12,0,34,25,Pass
BBB,2013J,606420,0,0,0,0,426,21,312,0,4,13,0,0,0,0,93,0,14,0,17,53,Pass
BBB,2013J,606422,0,0,0,0,294,5,115,0,0,6,0,0,0,0,72,0,31,0,39,14,Pass
BBB,2013J,606450,0,0,0,0,256,0,213,0,9,21,0,0,0,0,90,0,3,0,21,10,Distinction
BBB,2013J,606458,0,0,0,0,63,0,74,0,0,2,0,0,0,0,75,0,2,0,6,10,Pass
BBB,2013J,606465,0,0,0,0,11,0,46,0,0,27,0,0,0,0,83,0,20,0,25,3,Pass
BBB,2013J,606477,0,0,0,0,27,0,9,0,0,0,0,0,0,0,0,0,1,0,2,1,Withdrawn
BBB,2013J,606546,0,0,0,0,188,1,76,0,0,6,0,0,0,0,83,0,3,0,18,7,Pass
BBB,2013J,606562,0,0,0,0,1409,1,353,0,0,26,0,0,0,0,86,0,36,0,77,36,Distinction
BBB,2013J,606572,0,0,0,0,217,0,487,0,0,54,0,0,0,0,113,0,167,0,254,93,Pass
BBB,2013J,606627,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,Withdrawn
BBB,2013J,606651,0,0,0,0,34,0,29,0,1,1,0,0,0,0,42,0,2,0,6,9,Fail
BBB,2013J,606685,0,0,0,0,231,0,357,0,9,36,0,0,0,0,71,0,54,0,58,84,Pass
BBB,2013J,606697,0,0,0,0,60,0,227,0,0,7,0,0,0,0,66,0,137,0,249,18,Pass
BBB,2013J,606736,0,0,0,0,78,0,11,0,0,0,0,0,0,0,0,0,4,0,7,2,Withdrawn
BBB,2013J,606762,0,0,0,0,14,0,45,0,0,0,0,0,0,0,25,0,6,0,13,11,Fail
BBB,2013J,606797,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,Withdrawn
BBB,2013J,606827,0,0,0,0,3,0,2,0,0,0,0,0,0,0,14,0,0,0,1,1,Withdrawn
BBB,2013J,607097,0,0,0,0,464,0,203,0,0,132,0,0,0,0,133,0,6,0,26,32,Pass
BBB,2013J,607286,0,0,0,0,0,0,38,0,0,4,0,0,0,0,2,0,29,0,34,9,Withdrawn
BBB,2013J,607300,0,0,0,0,20,0,55,0,1,15,0,0,0,0,49,0,23,0,22,11,Fail
BBB,2013J,607309,0,0,0,0,159,0,66,0,0,2,0,0,0,0,17,0,4,0,20,8,Withdrawn
BBB,2013J,607398,0,0,0,0,717,8,365,0,1,70,0,0,0,0,94,0,46,0,113,85,Fail
BBB,2013J,607493,0,0,0,0,117,0,147,0,11,9,0,0,0,0,73,0,35,0,8,37,Pass
BBB,2013J,607517,0,0,0,0,52,0,38,0,0,0,0,0,0,0,2,0,18,0,14,6,Withdrawn
BBB,2013J,607607,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,Withdrawn
BBB,2013J,607642,0,0,0,0,7,0,32,0,0,5,0,0,0,0,75,0,24,0,20,6,Pass
BBB,2013J,607699,0,0,0,0,45,0,79,0,0,0,0,0,0,0,44,0,33,0,39,12,Fail
BBB,2013J,607725,0,0,0,0,83,0,50,0,0,5,0,0,0,0,70,0,22,0,19,4,Pass
BBB,2013J,607735,0,0,0,0,1858,1,413,0,0,9,0,0,0,0,84,0,18,0,29,10,Pass
BBB,2013J,607778,0,0,0,0,126,0,119,0,2,20,0,0,0,0,65,0,82,0,109,5,Pass
BBB,2013J,607804,0,0,0,0,146,0,58,0,0,33,0,0,0,0,65,0,5,0,13,2,Pass
BBB,2013J,607808,0,0,0,0,15,0,18,0,0,1,0,0,0,0,17,0,0,0,1,0,Fail
BBB,2013J,607848,0,0,0,0,87,0,84,0,0,0,0,0,0,0,30,0,21,0,5,34,Withdrawn
BBB,2013J,607887,0,0,0,0,77,0,66,0,0,25,0,0,0,0,76,0,24,0,29,2,Pass
BBB,2013J,607889,0,0,0,0,239,0,157,0,0,14,0,0,0,0,77,0,32,0,43,5,Pass
BBB,2013J,607892,0,0,0,0,408,2,212,0,3,37,0,0,0,0,128,0,90,0,115,86,Distinction
BBB,2013J,607909,0,0,0,0,53,0,65,0,0,13,0,0,0,0,78,0,14,0,23,7,Distinction
BBB,2013J,607914,0,0,0,0,1927,7,567,0,4,34,0,0,0,0,117,0,35,0,52,65,Pass
BBB,2013J,607937,0,0,0,0,1919,3,762,0,0,50,0,0,0,0,103,0,78,0,73,106,Pass
BBB,2013J,608000,0,0,0,0,712,0,341,0,0,37,0,0,0,0,156,0,48,1,66,8,Pass
BBB,2013J,608041,0,0,0,0,400,0,207,0,0,31,0,0,0,0,152,0,33,0,52,16,Pass
BBB,2013J,608047,0,0,0,0,119,2,127,0,0,24,0,0,0,0,87,0,29,1,51,15,Pass
BBB,2013J,608264,0,0,0,0,353,0,220,0,0,5,0,0,0,0,81,0,40,0,84,55,Pass
BBB,2013J,608419,0,0,0,0,399,0,327,0,0,41,0,0,0,0,62,0,10,0,43,73,Pass
BBB,2013J,608497,0,0,0,0,21,2,23,0,0,17,0,0,0,0,21,0,4,0,12,10,Withdrawn
BBB,2013J,608564,0,0,0,0,7,0,8,0,0,0,0,0,0,0,87,0,0,0,0,1,Fail
BBB,2013J,608578,0,0,0,0,481,5,186,0,0,12,0,0,0,0,64,0,19,0,22,6,Pass
BBB,2013J,608623,0,0,0,0,207,0,112,0,0,9,0,0,0,0,69,0,13,0,26,19,Pass
BBB,2013J,608647,0,0,0,0,44,1,139,0,1,15,0,0,0,0,79,0,8,0,16,66,Pass
BBB,2013J,608719,0,0,0,0,74,0,38,0,0,0,0,0,0,0,22,0,3,0,9,8,Withdrawn
BBB,2013J,608738,0,0,0,0,197,0,234,0,13,4,0,0,0,0,110,0,14,0,35,72,Fail
BBB,2013J,608766,0,0,0,0,53,0,125,0,2,34,0,0,0,0,80,0,23,0,35,21,Pass
BBB,2013J,608939,0,0,0,0,132,5,54,0,2,4,0,0,0,0,0,0,9,0,24,20,Fail
BBB,2013J,608942,0,0,0,0,10,1,54,0,1,3,0,0,0,0,32,0,30,0,37,20,Withdrawn
BBB,2013J,609010,0,0,0,0,54,0,50,0,0,7,0,0,0,0,80,0,4,0,11,0,Pass
BBB,2013J,609046,0,0,0,0,230,0,271,0,0,27,0,0,0,0,120,0,108,0,117,16,Pass
BBB,2013J,609047,0,0,0,0,411,0,179,0,0,6,0,0,0,0,89,0,33,0,68,21,Fail
BBB,2013J,609190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
BBB,2013J,609193,0,0,0,0,22,0,20,0,1,2,0,0,0,0,0,0,0,0,4,2,Withdrawn
